shipment_id,warehouse_id,customer_id,scheduled_date,actual_delivery,delay_flag,delay_hours
SHP-004318,WH01,CUST-00063,2023-11-23,2023-11-23 18:00,No,0.0
SHP-000083,Perth WH,CUST-00011,2023-02-20,2023-02-20 07:00,N,0.0
SHP-002942,fremantle wh,CUST-00055,2024-10-30,2024-10-30 17:00,0,0.0
SHP-003308,WH02,CUST-00196,2024-09-11,2024-09-11 08:00,false,0.0
SHP-004573,WH03,CUST-00055,2024-06-14,2024-06-14 06:00,FALSE,0.0
SHP-003729,WH03,CUST-00013,2024-08-08,2024-08-08 12:00,0,0.0
SHP-004606,WH01,CUST-00055,2024-09-08,2024-09-08 14:00,No,0.0
SHP-003489,WH02,CUST-00150,2023-12-06,2023-12-06 13:00,N,0.0
SHP-000424,Kewdale WH,CUST-00157,2024-07-13,2024-07-13 03:00,false,0.0
SHP-PEAK-00011,WH01,CUST-00096,2024-11-07,2024-11-07 05:00,0,0.0
SHP-001905,kewdale wh,CUST-00054,2023-09-17,2023-09-17 01:00,0,0.0
SHP-PEAK-00253,,CUST-00059,2024-12-01,2024-12-01 17:00,Yes,17.3
SHP-001531,kewdale wh,CUST-00111,2023-05-22,2023-05-23 01:00,Y,25.4
SHP-004142,WH02,CUST-00174,2023-04-04,2023-04-04 05:00,No,0.0
SHP-001566,Kewdale WH,CUST-00004,2024-12-06,2024-12-06 11:00,No,0.0
SHP-PEAK-00128,WH03,CUST-00081,2023-12-22,2023-12-22 00:00,N,0.0
SHP-002750,,CUST-00105,2024-11-23,2024-11-23 12:00,No,0.0
SHP-000840,perth wh,CUST-00097,2024-11-12,2024-11-12 08:00,No,0.0
SHP-000501,WH03,CUST-00150,2024-04-30,2024-04-30 02:00,FALSE,0.0
SHP-003107,Perth WH,CUST-00041,2024-05-31,2024-05-31 10:00,false,0.0
SHP-000142,WH01,CUST-00164,2023-07-29,2023-07-29 14:00,0,0.0
SHP-004829,Fremantle WH,CUST-00090,2023-01-27,2023-01-27 11:00,0,0.0
SHP-002606,WH01,CUST-00045,2023-10-10,2023-10-10 02:00,No,0.0
SHP-001378,WH02,CUST-00084,2024-07-19,2024-07-19 12:00,false,0.0
SHP-004546,Fremantle WH,CUST-00154,2024-02-14,2024-02-14 15:00,N,0.0
SHP-PEAK-00683,Kewdale WH,CUST-00027,2023-11-22,2023-11-22 05:00,0,0.0
SHP-002267,,CUST-00129,2023-03-15,2023-03-15 14:00,0,0.0
SHP-003373,Perth WH,CUST-00064,2023-12-12,2023-12-12 14:00,N,0.0
SHP-001139,fremantle wh,CUST-00077,2024-04-11,2024-04-11 01:00,N,0.0
SHP-002258,WH03,CUST-00144,2023-06-29,2023-06-29 14:00,false,0.0
SHP-004482,Perth WH,CUST-00005,2023-12-31,2023-12-31 03:00,FALSE,0.0
SHP-001788,WH01,CUST-00004,2023-11-23,2023-11-23 16:00,FALSE,0.0
SHP-PEAK-00492,WH03,CUST-00017,2023-12-04,2023-12-05 16:00,TRUE,40.3
SHP-000551,Perth WH,CUST-00099,2024-05-08,2024-05-08 08:00,false,0.0
SHP-000460,WH01,CUST-00159,2023-04-06,2023-04-06 16:00,false,0.0
SHP-002020,Fremantle WH,ORPHAN-2,2024-12-25,2024-12-25 15:00,N,0.0
SHP-000949,Fremantle WH,CUST-00107,2024-03-23,2024-03-23 01:00,false,0.0
SHP-004158,Fremantle WH,CUST-00101,2024-08-07,2024-08-07 11:00,No,0.0
SHP-002964,kewdale wh,CUST-00110,2024-07-20,2024-07-20 08:00,true,8.4
SHP-000533,WH02,CUST-00006,2024-10-14,2024-10-14 22:00,1,22.9
SHP-PEAK-00682,Kewdale WH,CUST-00200,2024-12-25,2024-12-25 07:00,1,7.9
SHP-001830,WH02,CUST-00041,2023-03-02,2023-03-02 18:00,0,0.0
SHP-003920,WH03,CUST-00107,2024-11-08,2024-11-08 01:00,FALSE,0.0
SHP-PEAK-00113,WH01,CUST-00177,2024-11-30,2024-12-01 16:00,true,40.9
SHP-004658,Fremantle WH,CUST-00173,2024-08-10,2024-08-10 12:00,Yes,12.4
SHP-003205,Fremantle WH,CUST-00003,2023-03-14,2023-03-15 19:00,Y,43.1
SHP-001603,perth wh,CUST-00092,2023-11-27,2023-11-27 19:00,N,0.0
SHP-002239,Perth WH,CUST-00121,2024-02-07,2024-02-07 17:00,false,0.0
SHP-000640,kewdale wh,CUST-00031,2024-09-25,2024-09-26 16:00,Yes,40.1
SHP-PEAK-00597,,CUST-00082,2024-12-20,2024-12-21 08:00,TRUE,32.9
SHP-000968,fremantle wh,CUST-00152,2024-01-16,2024-01-16 14:00,false,0.0
SHP-004944,fremantle wh,CUST-00038,2024-01-29,2024-01-29 03:00,No,0.0
SHP-003520,WH02,CUST-00051,2023-12-18,2023-12-18 04:00,FALSE,0.0
SHP-001684,WH01,CUST-00171,2023-02-30,2024-05-20 17:00,No,0.0
SHP-002249,Fremantle WH,CUST-00123,2023-01-16,2023-01-17 23:00,Y,47.7
SHP-003949,Kewdale WH,CUST-00153,2024-05-15,2024-05-15 15:00,N,0.0
SHP-PEAK-00177,WH01,CUST-00160,2023-11-13,2023-11-13 03:00,false,0.0
SHP-003536,WH03,CUST-00191,2024-08-27,2024-08-27 18:00,FALSE,0.0
SHP-000156,fremantle wh,CUST-00090,2024-08-11,2024-08-11 01:00,No,0.0
SHP-002296,WH03,CUST-00017,2023-07-21,2023-07-21 11:00,false,0.0
SHP-004297,WH03,CUST-00046,2024-01-06,2024-01-06 01:00,No,0.0
SHP-003814,WH03,CUST-00087,2024-04-13,2024-04-14 08:00,true,32.6
SHP-001090,WH01,CUST-00002,2023-06-16,2023-06-16 04:00,0,0.0
SHP-003556,WH01,CUST-00198,2023-12-12,2023-12-12 14:00,N,0.0
SHP-002320,WH01,CUST-00034,2023-04-30,2023-04-30 19:00,false,0.0
SHP-PEAK-00101,fremantle wh,CUST-00079,2024-11-24,2024-11-24 11:00,false,0.0
SHP-000289,WH01,CUST-00181,2023-05-23,2023-05-23 02:00,false,0.0
SHP-000931,kewdale wh,CUST-00006,2023-11-19,2023-11-19 18:00,No,0.0
SHP-004476,WH01,CUST-00053,2024-11-04,2024-11-04 03:00,No,0.0
SHP-004541,fremantle wh,CUST-00090,2023-12-17,2023-12-17 06:00,FALSE,0.0
SHP-003208,,CUST-00178,2024-04-05,2024-04-05 02:00,false,0.0
SHP-004710,Fremantle WH,CUST-00133,2024-11-23,2024-11-23 19:00,No,0.0
SHP-PEAK-00257,Kewdale WH,CUST-00125,2023-12-03,2023-12-03 15:00,N,0.0
SHP-004339,WH01,CUST-00060,2023-09-30,2023-09-30 14:00,false,0.0
SHP-003183,Kewdale WH,CUST-00184,2023-11-29,2023-11-29 13:00,FALSE,0.0
SHP-PEAK-00713,WH02,CUST-00065,2024-12-05,2024-12-05 03:00,N,0.0
SHP-000943,WH02,CUST-00118,2024-10-18,2024-10-18 04:00,FALSE,0.0
SHP-002355,WH01,CUST-00121,2023-11-29,2023-11-29 16:00,1,16.7
SHP-004648,WH01,CUST-00042,2023-05-08,2023-05-08 04:00,No,0.0
SHP-003907,kewdale wh,CUST-00192,2023-04-27,2023-04-27 06:00,N,0.0
SHP-PEAK-00404,WH02,CUST-00078,2024-11-17,2024-11-17 18:00,0,0.0
SHP-001699,WH03,CUST-00053,invalid,2023-02-21 03:00,FALSE,0.0
SHP-PEAK-00456,kewdale wh,CUST-00166,2023-12-29,2023-12-29 03:00,false,0.0
SHP-003972,,CUST-00079,2023-12-09,2023-12-09 12:00,0,0.0
SHP-003366,kewdale wh,CUST-00130,2023-02-23,2023-02-23 02:00,N,0.0
SHP-003774,,CUST-00142,2024-12-08,2024-12-08 14:00,FALSE,0.0
SHP-PEAK-00774,,CUST-00029,2023-12-15,2023-12-15 01:00,0,0.0
SHP-000986,Perth WH,CUST-00063,2023-12-25,2023-12-25 18:00,FALSE,0.0
SHP-003725,fremantle wh,CUST-00060,2023-11-14,2023-11-14 04:00,true,4.4
SHP-002949,perth wh,CUST-00140,2024-11-29,2024-11-29 06:00,TRUE,6.4
SHP-004585,Kewdale WH,CUST-00139,2024-02-18,2024-02-18 04:00,N,0.0
SHP-PEAK-00534,Kewdale WH,CUST-00076,2023-12-16,2023-12-16 08:00,false,0.0
SHP-000982,WH02,CUST-00072,2023-10-05,2023-10-05 01:00,No,0.0
SHP-003350,perth wh,CUST-00111,2023-09-01,2023-09-01 11:00,No,0.0
SHP-003096,WH01,CUST-00080,2024-01-23,2024-01-23 15:00,N,0.0
SHP-PEAK-00271,Fremantle WH,CUST-00075,2023-11-14,2023-11-14 08:00,1,8.3
SHP-003271,WH02,CUST-00070,2023-12-22,2023-12-22 16:00,No,0.0
SHP-PEAK-00133,Kewdale WH,CUST-00121,2023-12-02,2023-12-02 04:00,No,0.0
SHP-003950,perth wh,CUST-00026,2023-05-17,2023-05-17 08:00,No,0.0
SHP-004437,,CUST-00093,2023-12-05,2023-12-05 17:00,FALSE,0.0
SHP-003589,Kewdale WH,CUST-00185,2024-10-04,2024-10-04 09:00,FALSE,0.0
SHP-004642,Perth WH,CUST-00011,2023-07-01,2023-07-01 02:00,No,0.0
SHP-001458,kewdale wh,CUST-00105,2024-09-17,2024-09-17 01:00,FALSE,0.0
SHP-001396,Fremantle WH,CUST-00106,2024-01-17,2024-01-17 00:00,FALSE,0.0
SHP-000265,WH01,CUST-00196,2023-08-16,2023-08-17 19:00,Yes,43.6
SHP-002749,WH02,CUST-00047,2023-02-12,2023-02-12 16:00,true,16.5
SHP-PEAK-00233,Kewdale WH,CUST-00079,2023-12-11,2023-12-11 07:00,0,0.0
SHP-002693,WH01,CUST-00050,2024-08-10,2024-08-10 16:00,false,0.0
SHP-000930,WH02,CUST-00145,2024-01-14,2024-01-14 14:00,false,0.0
SHP-004111,Kewdale WH,CUST-00011,2023-05-12,2023-05-12 07:00,Yes,7.0
SHP-004630,Kewdale WH,CUST-00087,2023-02-22,2023-02-22 14:00,No,0.0
SHP-002401,WH03,CUST-00179,2024-08-16,2024-08-16 04:00,N,0.0
SHP-002179,WH01,CUST-00002,2023-11-15,2023-11-15 13:00,N,0.0
SHP-003746,WH03,CUST-00160,2023-12-13,2023-12-14 00:00,Y,24.8
SHP-000247,fremantle wh,CUST-00010,2023-04-14,2023-04-14 09:00,FALSE,0.0
SHP-001595,WH02,CUST-00041,2024-12-28,2024-12-28 19:00,false,0.0
SHP-001759,fremantle wh,CUST-00178,2024-06-08,2024-06-08 06:00,N,0.0
SHP-PEAK-00639,WH03,CUST-00012,2024-11-07,2024-11-07 09:00,false,0.0
SHP-PEAK-00795,WH02,CUST-00031,2024-11-21,2024-11-23 00:00,1,48.0
SHP-000924,WH01,CUST-00070,2024-01-29,2024-01-29 11:00,0,0.0
SHP-003155,WH02,CUST-00122,2024-03-05,2024-03-05 10:00,0,0.0
SHP-000269,WH01,CUST-00152,2024-05-04,2024-05-05 09:00,TRUE,33.1
SHP-000670,Perth WH,CUST-00027,2023-04-07,2023-04-07 03:00,0,0.0
SHP-004310,WH01,CUST-00061,2023-12-02,2023-12-03 10:00,TRUE,34.9
SHP-001911,fremantle wh,CUST-00103,2023-07-11,2023-07-11 09:00,false,0.0
SHP-004017,perth wh,CUST-00091,2024-06-07,2024-06-07 15:00,FALSE,0.0
SHP-001153,fremantle wh,CUST-00102,2024-10-20,2024-10-21 05:00,Yes,29.3
SHP-004798,kewdale wh,CUST-00017,2024-08-08,2024-08-08 16:00,N,0.0
SHP-PEAK-00578,WH03,CUST-00033,2023-11-16,2023-11-16 05:00,false,0.0
SHP-004388,Kewdale WH,CUST-00134,2023-07-11,2023-07-11 14:00,0,0.0
SHP-002697,,CUST-00004,2023-06-07,2023-06-07 02:00,N,0.0
SHP-002592,Fremantle WH,CUST-00126,2023-11-01,2023-11-01 13:00,false,0.0
SHP-004950,Fremantle WH,CUST-00126,2023-10-19,2023-10-19 00:00,FALSE,0.0
SHP-001782,perth wh,CUST-00007,2024-08-06,2024-08-06 16:00,0,0.0
SHP-002414,Perth WH,CUST-00127,2024-01-05,2024-01-05 19:00,N,0.0
SHP-002308,,CUST-00042,2023-09-27,2023-09-27 03:00,N,0.0
SHP-002922,Perth WH,CUST-00114,2023-10-19,2023-10-19 01:00,FALSE,0.0
SHP-004012,WH02,CUST-00035,2023-03-21,2023-03-21 03:00,false,0.0
SHP-001916,kewdale wh,CUST-00182,2023-01-26,2023-01-26 07:00,No,0.0
SHP-000613,kewdale wh,CUST-00177,2024-07-20,2024-07-20 06:00,N,0.0
SHP-004321,Fremantle WH,CUST-00112,2024-03-26,2024-03-26 01:00,No,0.0
SHP-002268,WH01,CUST-00029,2023-11-22,2023-11-22 18:00,0,0.0
SHP-002534,WH02,CUST-00021,2024-08-18,2024-08-18 08:00,FALSE,0.0
SHP-000040,perth wh,CUST-00085,2024-01-09,2024-01-09 14:00,No,0.0
SHP-001899,Fremantle WH,CUST-00200,2023-06-27,2023-06-27 04:00,FALSE,0.0
SHP-001650,WH02,CUST-00182,2023-02-05,2023-02-05 12:00,FALSE,0.0
SHP-003298,WH02,CUST-00019,2024-02-25,2024-02-25 08:00,false,0.0
SHP-000259,WH02,CUST-00109,2024-09-10,2024-09-10 12:00,0,0.0
SHP-002925,WH03,CUST-00189,2023-11-07,2023-11-07 08:00,FALSE,0.0
SHP-002435,kewdale wh,CUST-00085,2024-01-05,2024-01-05 19:00,No,0.0
SHP-000848,WH03,CUST-00147,2023-05-11,2023-05-11 05:00,0,0.0
SHP-002823,fremantle wh,CUST-00191,2023-12-21,2023-12-21 15:00,0,0.0
SHP-004732,perth wh,CUST-00113,2024-10-13,2024-10-13 14:00,FALSE,0.0
SHP-004961,WH03,CUST-00055,2024-06-11,2024-06-11 06:00,0,0.0
SHP-003751,Fremantle WH,CUST-00016,2023-04-15,2023-04-15 07:00,FALSE,0.0
SHP-004185,perth wh,CUST-00050,2023-08-21,2023-08-21 04:00,No,0.0
SHP-001234,WH01,CUST-00135,2023-09-14,2023-09-14 03:00,N,0.0
SHP-001128,Kewdale WH,CUST-00151,2023-08-16,2023-08-16 14:00,0,0.0
SHP-003316,WH03,CUST-00077,2023-07-02,2023-07-03 19:00,Yes,43.3
SHP-001968,WH01,CUST-00076,2024-03-25,2024-03-25 05:00,0,0.0
SHP-000559,kewdale wh,CUST-00029,2024-04-05,2024-04-05 04:00,false,0.0
SHP-000905,Fremantle WH,CUST-00136,2024-11-18,2024-11-18 16:00,FALSE,0.0
SHP-002615,Perth WH,CUST-00173,2023-07-22,2023-07-22 19:00,N,0.0
SHP-000485,Fremantle WH,CUST-00128,2023-05-30,2023-05-30 07:00,false,0.0
SHP-002212,Fremantle WH,CUST-00024,2024-11-08,2024-11-08 09:00,false,0.0
SHP-001321,kewdale wh,CUST-00009,2024-05-01,2024-05-01 12:00,No,0.0
SHP-003165,perth wh,CUST-00096,2023-07-31,2023-07-31 14:00,N,0.0
SHP-002556,WH03,CUST-00185,2024-10-03,2024-10-03 14:00,No,0.0
SHP-000008,Fremantle WH,CUST-00001,2023-05-07,2023-05-07 00:00,No,0.0
SHP-002316,WH01,CUST-00035,2024-07-04,2024-07-04 02:00,N,0.0
SHP-004955,WH02,CUST-00139,2024-06-24,2024-06-24 13:00,0,0.0
SHP-004273,WH03,CUST-00007,2024-01-10,2024-01-10 10:00,0,0.0
SHP-004205,WH02,CUST-00102,2023-11-19,2023-11-19 09:00,false,0.0
SHP-PEAK-00088,WH03,CUST-00101,2023-11-04,2023-11-04 19:00,false,0.0
SHP-001451,fremantle wh,CUST-00001,2023-09-10,2023-09-10 02:00,N,0.0
SHP-001202,fremantle wh,CUST-00139,2023-09-22,2023-09-22 05:00,FALSE,0.0
SHP-002427,Kewdale WH,CUST-00170,2024-11-15,2024-11-15 12:00,false,0.0
SHP-002649,Perth WH,CUST-00153,2023-03-16,2023-03-16 16:00,Yes,16.8
SHP-001815,perth wh,CUST-00190,2023-12-07,2023-12-07 15:00,false,0.0
SHP-002727,WH01,CUST-00021,2023-05-27,2023-05-27 19:00,No,0.0
SHP-000774,WH02,CUST-00119,2023-05-02,2023-05-02 06:00,No,0.0
SHP-002275,kewdale wh,CUST-00055,2023-07-21,2023-07-21 07:00,false,0.0
SHP-001012,kewdale wh,CUST-00044,2024-01-28,2024-01-28 12:00,false,0.0
SHP-003785,kewdale wh,CUST-00134,2023-01-31,2023-01-31 10:00,FALSE,0.0
SHP-PEAK-00225,Kewdale WH,CUST-00004,2024-11-03,2024-11-03 09:00,false,0.0
SHP-001992,Kewdale WH,CUST-00056,2024-08-21,2024-08-21 13:00,FALSE,0.0
SHP-001278,WH01,CUST-00102,2023-11-05,2023-11-05 17:00,Yes,17.1
SHP-001784,WH01,CUST-00133,2023-05-11,2023-05-11 03:00,false,0.0
SHP-004316,WH03,CUST-00195,2024-01-22,2024-01-22 11:00,0,0.0
SHP-000447,WH02,CUST-00028,2024-09-25,2024-09-25 18:00,0,0.0
SHP-000881,perth wh,CUST-00018,2024-05-18,2024-05-18 07:00,No,0.0
SHP-PEAK-00365,perth wh,CUST-00194,2024-11-05,2024-11-06 10:00,TRUE,34.6
SHP-002728,,CUST-00080,2024-01-10,2024-01-10 17:00,N,0.0
SHP-000782,kewdale wh,CUST-00013,2024-03-19,2024-03-19 04:00,N,0.0
SHP-002652,WH03,CUST-00050,2024-12-21,2024-12-21 08:00,N,0.0
SHP-PEAK-00630,kewdale wh,CUST-00143,2023-11-17,2023-11-17 13:00,false,0.0
SHP-001750,perth wh,CUST-00110,2023-11-21,2023-11-21 09:00,No,0.0
SHP-002127,WH02,CUST-00112,2023-12-09,2023-12-09 18:00,No,0.0
SHP-003488,Kewdale WH,CUST-00018,2023-04-15,2023-04-15 11:00,false,0.0
SHP-004039,,CUST-00036,2023-10-13,2023-10-14 01:00,true,25.0
SHP-002424,WH02,CUST-00038,2024-11-28,2024-11-28 00:00,N,0.0
SHP-PEAK-00659,WH01,CUST-00087,2023-11-16,2023-11-17 19:00,Y,43.9
SHP-004122,Perth WH,CUST-00109,2024-02-19,2024-02-19 09:00,No,0.0
SHP-000884,WH01,CUST-00078,2024-11-30,2024-12-01 11:00,Y,35.3
SHP-PEAK-00260,fremantle wh,CUST-00025,2024-11-08,2024-11-08 15:00,N,0.0
SHP-001092,perth wh,CUST-00165,2024-01-22,2024-01-22 03:00,FALSE,0.0
SHP-004231,,CUST-00117,2023-06-10,2023-06-10 09:00,0,0.0
SHP-003945,perth wh,CUST-00035,2024-12-10,2024-12-10 17:00,No,0.0
SHP-000532,WH03,CUST-00008,2024-11-24,2024-11-24 05:00,N,0.0
SHP-003407,WH03,CUST-00053,2023-11-20,2023-11-21 02:00,Y,26.2
SHP-002439,Kewdale WH,CUST-00175,2023-06-24,2023-06-24 02:00,N,0.0
SHP-004743,fremantle wh,ORPHAN-25,2024-03-07,2024-03-07 03:00,0,0.0
SHP-004304,Kewdale WH,CUST-00025,2023-11-12,2023-11-12 15:00,No,0.0
SHP-003752,WH03,CUST-00133,2024-10-25,2024-10-25 06:00,0,0.0
SHP-004790,WH03,CUST-00195,2024-08-05,2024-08-05 06:00,0,0.0
SHP-002291,WH01,CUST-00053,2024-11-30,2024-12-01 19:00,true,43.5
SHP-001728,WH01,CUST-00092,2023-01-23,2023-01-23 08:00,false,0.0
SHP-000611,Kewdale WH,CUST-00196,2024-08-29,2024-08-29 03:00,N,0.0
SHP-000571,WH02,CUST-00077,2023-11-12,2023-11-12 09:00,N,0.0
SHP-003579,WH01,CUST-00137,2024-07-07,2024-07-07 19:00,0,0.0
SHP-004077,Fremantle WH,CUST-00019,2024-06-29,2024-06-29 01:00,false,0.0
SHP-000344,Kewdale WH,CUST-00191,2023-07-07,2023-07-07 00:00,N,0.0
SHP-004425,WH03,CUST-00198,2024-01-22,2024-01-22 00:00,No,0.0
SHP-000637,WH01,CUST-00177,2023-12-10,2023-12-10 00:00,false,0.0
SHP-000435,Perth WH,CUST-00056,2023-10-22,2023-10-22 04:00,0,0.0
SHP-001904,WH01,CUST-00134,2024-05-01,2024-05-01 13:00,N,0.0
SHP-000098,kewdale wh,CUST-00119,2024-12-09,2024-12-09 01:00,false,0.0
SHP-003015,Kewdale WH,CUST-00001,2024-10-20,2024-10-20 12:00,FALSE,0.0
SHP-003211,Fremantle WH,CUST-00056,2024-07-09,2024-07-09 02:00,No,0.0
SHP-002070,WH01,CUST-00045,2024-07-03,2024-07-03 14:00,N,0.0
SHP-001538,WH03,CUST-00065,2024-06-21,2024-06-21 14:00,FALSE,0.0
SHP-PEAK-00150,WH03,CUST-00085,2024-11-21,2024-11-21 15:00,FALSE,0.0
SHP-003959,fremantle wh,CUST-00016,2024-06-09,2024-06-09 09:00,No,0.0
SHP-004945,Kewdale WH,CUST-00178,2023-11-17,2023-11-17 01:00,Yes,1.1
SHP-004152,Kewdale WH,CUST-00167,2023-02-15,2023-02-15 07:00,false,0.0
SHP-001518,Kewdale WH,CUST-00194,2023-09-28,2023-09-29 04:00,TRUE,28.8
SHP-000966,fremantle wh,CUST-00048,2023-05-30,2023-05-30 01:00,TRUE,1.6
SHP-PEAK-00096,WH03,CUST-00033,2023-11-16,2023-11-16 05:00,false,0.0
SHP-000529,Kewdale WH,CUST-00123,2023-12-26,2023-12-26 11:00,FALSE,0.0
SHP-000177,Fremantle WH,CUST-00124,2023-10-21,2023-10-21 15:00,Yes,15.5
SHP-002471,WH02,CUST-00098,2023-04-03,2023-04-03 05:00,false,0.0
SHP-004408,WH01,CUST-00137,2023-12-08,2023-12-08 01:00,FALSE,0.0
SHP-003413,Fremantle WH,CUST-00173,2023-11-11,2023-11-11 13:00,FALSE,0.0
SHP-003002,perth wh,CUST-00127,2024-12-06,2024-12-06 06:00,FALSE,0.0
SHP-002465,kewdale wh,CUST-00174,2023-05-05,2023-05-05 19:00,N,0.0
SHP-000573,WH01,CUST-00090,2023-06-09,2023-06-09 01:00,N,0.0
SHP-003099,fremantle wh,CUST-00160,2024-09-11,2024-09-11 12:00,FALSE,0.0
SHP-000593,Kewdale WH,CUST-00175,2024-07-30,2024-07-30 07:00,0,0.0
SHP-004853,WH03,CUST-00147,2024-06-24,2024-06-25 00:00,Yes,24.6
SHP-003309,Perth WH,CUST-00128,2024-08-07,2024-08-07 02:00,FALSE,0.0
SHP-002375,WH01,CUST-00191,2024-06-05,2024-06-06 18:00,TRUE,42.9
SHP-PEAK-00437,WH01,CUST-00052,2024-12-17,2024-12-17 19:00,0,0.0
SHP-004222,,CUST-00145,2024-11-07,2024-11-07 13:00,No,0.0
SHP-003468,WH03,CUST-00139,2024-08-16,2024-08-17 04:00,1,28.0
SHP-002209,WH02,CUST-00190,2023-12-20,2023-12-20 12:00,FALSE,0.0
SHP-003784,Perth WH,CUST-00099,2023-12-19,2023-12-19 19:00,0,0.0
SHP-002493,WH03,CUST-00056,2023-12-24,2023-12-24 17:00,0,0.0
SHP-004756,WH01,CUST-00033,2023-09-04,2023-09-04 10:00,false,0.0
SHP-000384,Kewdale WH,CUST-00065,2024-06-03,2024-06-03 23:00,1,23.4
SHP-000853,Kewdale WH,CUST-00029,2024-10-25,2024-10-26 09:00,1,33.0
SHP-001881,kewdale wh,CUST-00005,2024-06-26,2024-06-26 04:00,false,0.0
SHP-000371,WH03,CUST-00157,2024-12-29,2024-12-29 03:00,No,0.0
SHP-003194,,CUST-00085,2024-09-22,2024-09-22 11:00,N,0.0
SHP-004122,Perth WH,CUST-00109,2024-02-19,2024-02-19 09:00,No,0.0
SHP-PEAK-00026,kewdale wh,CUST-00008,2023-12-31,2023-12-31 10:00,false,0.0
SHP-000066,Perth WH,CUST-00139,2023-05-20,2023-05-20 05:00,false,0.0
SHP-001106,Kewdale WH,CUST-00100,2023-08-17,2023-08-18 09:00,Y,33.4
SHP-003455,WH03,CUST-00186,2024-06-16,2024-06-16 15:00,FALSE,0.0
SHP-002362,perth wh,CUST-00055,2023-09-06,2023-09-06 02:00,false,0.0
SHP-004703,kewdale wh,CUST-00070,2024-07-02,2024-07-02 13:00,0,0.0
SHP-001337,WH02,CUST-00024,2023-11-24,2023-11-24 06:00,false,0.0
SHP-002190,WH03,CUST-00064,2023-01-16,2023-01-16 14:00,No,0.0
SHP-PEAK-00314,fremantle wh,CUST-00072,2024-11-15,2024-11-15 16:00,No,0.0
SHP-PEAK-00219,WH03,CUST-00155,2023-11-12,2023-11-12 17:00,false,0.0
SHP-003126,WH01,CUST-00096,2023-12-11,2023-12-12 18:00,true,42.6
SHP-002247,Fremantle WH,CUST-00016,2024-06-19,2024-06-19 19:00,FALSE,0.0
SHP-003934,WH02,CUST-00081,2024-06-10,2024-06-10 19:00,No,0.0
SHP-PEAK-00615,Perth WH,CUST-00192,2024-12-27,2024-12-28 22:00,Yes,46.3
SHP-001172,WH03,CUST-00119,2024-09-17,2024-09-18 09:00,Yes,33.1
SHP-003480,WH03,CUST-00131,2024-11-02,2024-11-02 03:00,N,0.0
SHP-003613,WH03,CUST-00149,2024-10-14,2024-10-14 14:00,FALSE,0.0
SHP-001423,Kewdale WH,CUST-00080,2024-03-23,2024-03-23 05:00,0,0.0
SHP-002687,fremantle wh,CUST-00197,2023-05-30,2023-05-30 12:00,No,0.0
SHP-PEAK-00607,Fremantle WH,CUST-00200,2023-11-17,2023-11-17 05:00,N,0.0
SHP-003551,WH03,CUST-00080,2024-11-28,2024-11-28 06:00,false,0.0
SHP-004852,Perth WH,CUST-00117,2024-10-13,2024-10-13 19:00,No,0.0
SHP-001465,kewdale wh,CUST-00144,2023-01-08,2023-01-08 01:00,N,0.0
SHP-000875,Perth WH,CUST-00164,2024-09-25,2024-09-25 09:00,No,0.0
SHP-002298,Perth WH,CUST-00160,2024-07-11,2024-07-11 13:00,FALSE,0.0
SHP-002644,kewdale wh,CUST-00062,2024-04-17,2024-04-17 01:00,Yes,1.4
SHP-003134,Fremantle WH,CUST-00188,2023-03-24,2023-03-24 12:00,0,0.0
SHP-PEAK-00012,WH01,CUST-00020,2024-11-02,2024-11-02 17:00,FALSE,0.0
SHP-001252,fremantle wh,CUST-00029,2023-11-10,2023-11-10 05:00,FALSE,0.0
SHP-003159,kewdale wh,CUST-00113,2024-12-23,2024-12-23 08:00,0,0.0
SHP-000841,Perth WH,CUST-00133,2023-04-16,2023-04-16 04:00,FALSE,0.0
SHP-004119,Fremantle WH,CUST-00085,2023-12-11,2023-12-11 06:00,N,0.0
SHP-000582,kewdale wh,CUST-00097,2024-13-45,2024-09-07 13:00,FALSE,0.0
SHP-000205,Fremantle WH,CUST-00130,2023-03-08,2023-03-08 02:00,false,0.0
SHP-001642,WH02,CUST-00140,2024-08-03,2024-08-03 15:00,false,0.0
SHP-002015,kewdale wh,CUST-00198,2024-07-12,2024-07-13 06:00,Y,30.7
SHP-000906,WH03,CUST-00161,2023-08-07,2023-08-07 14:00,false,0.0
SHP-000632,Kewdale WH,CUST-00135,2024-04-10,2024-04-11 15:00,Yes,39.9
SHP-PEAK-00189,Fremantle WH,CUST-00178,2023-11-05,2023-11-05 15:00,No,0.0
SHP-001975,WH01,CUST-00091,2024-08-11,2024-08-11 13:00,No,0.0
SHP-000163,perth wh,CUST-00076,2024-12-14,2024-12-14 14:00,N,0.0
SHP-004616,Kewdale WH,CUST-00014,2024-02-28,2024-02-28 17:00,FALSE,0.0
SHP-003956,WH01,CUST-00058,2024-06-28,2024-06-28 14:00,FALSE,0.0
SHP-PEAK-00205,Kewdale WH,CUST-00111,2023-12-23,2023-12-23 07:00,false,0.0
SHP-003723,Perth WH,CUST-00012,2024-01-20,2024-01-20 12:00,0,0.0
SHP-000618,Fremantle WH,CUST-00169,2023-11-30,2023-11-30 05:00,Y,5.6
SHP-000876,Fremantle WH,CUST-00146,2024-05-10,2024-05-10 19:00,FALSE,0.0
