date,warehouse_id,sku,quantity_on_hand
2024-06-03,Perth WH,SKU-0011,1428
2024-06-03,fremantle wh,SKU-0096,760
2024-06-03,Kewdale WH,SKU-0031,4942
2024-06-03,WH03,SKU-0009,659
2024-06-03,WH01,SKU-0060,1608
2024-06-03,Fremantle WH,SKU-0070,4502
2024-06-03,perth wh,SKU-0040,3142
2024-06-04,fremantle wh,SKU-0063,2742
2024-06-04,Kewdale WH,SKU-0083,3457
2024-06-04,kewdale wh,SKU-0087,53
2024-06-04,WH01,SKU-0042,2984
2024-06-04,Fremantle WH,SKU-0066,2457
2024-06-04,Perth WH,SKU-0078,1407
2024-06-04,WH01,SKU-0079,1624
2024-06-04,Fremantle WH,SKU-0028,3036
2024-06-05,fremantle wh,SKU-0098,1402
2024-06-05,kewdale wh,SKU-0022,310
2024-06-05,WH01,SKU-0035,4341
2024-06-05,WH01,SKU-0009,2276
2024-06-05,WH02,SKU-0069,617
2024-06-05,kewdale wh,SKU-0011,975
2024-06-05,WH03,SKU-0039,3529
2024-06-05,Fremantle WH,SKU-0024,2420
2024-06-06,Perth WH,SKU-0076,3240
2024-06-06,fremantle wh,SKU-0029,490
2024-06-06,WH01,SKU-0057,506
2024-06-06,WH03,SKU-0023,2942
2024-06-06,WH01,SKU-0092,4105
2024-06-06,WH01,SKU-0036,3341
2024-06-06,kewdale wh,SKU-0080,2427
2024-06-06,WH01,SKU-0027,1940
2024-06-07,WH02,SKU-0024,904
2024-06-07,WH03,SKU-0014,4573
2024-06-07,fremantle wh,SKU-0032,3845
2024-06-07,WH01,SKU-0057,977
2024-06-07,Fremantle WH,SKU-0078,4633
2024-06-07,Fremantle WH,SKU-0055,3411
2024-06-07,fremantle wh,SKU-0002,1749
2024-06-07,Fremantle WH,SKU-0069,4567
2024-06-08,Perth WH,SKU-0022,929
2024-06-08,kewdale wh,SKU-0031,3494
2024-06-08,WH02,SKU-0059,658
2024-06-08,WH02,SKU-0027,2169
2024-06-08,WH02,SKU-0006,3295
2024-06-08,Perth WH,SKU-0009,3185
2024-06-08,kewdale wh,SKU-0065,1801
2024-06-08,WH02,SKU-0034,1556
2024-06-09,perth wh,SKU-0089,2941
2024-06-09,WH01,SKU-0065,801
2024-06-09,WH02,SKU-0011,4551
2024-06-09,fremantle wh,SKU-0037,3227
2024-06-09,WH01,SKU-0026,2880
2024-06-09,kewdale wh,SKU-0035,250
2024-06-09,fremantle wh,SKU-0068,2063
2024-06-09,Perth WH,SKU-0089,2059
2024-06-10,WH02,SKU-0064,3787
2024-06-10,fremantle wh,SKU-0066,3400
2024-06-10,WH03,SKU-0021,3241
2024-06-10,WH02,SKU-0075,2703
2024-06-10,WH01,SKU-0037,2325
2024-06-10,WH03,SKU-0088,3471
2024-06-10,Fremantle WH,SKU-0099,3078
2024-06-10,WH02,SKU-0008,2137
2024-06-11,fremantle wh,SKU-0030,1493
2024-06-11,perth wh,SKU-0035,3437
2024-06-11,fremantle wh,SKU-0100,4886
2024-06-11,kewdale wh,SKU-0006,2051
2024-06-11,fremantle wh,SKU-0044,4031
2024-06-11,Perth WH,SKU-0043,1696
2024-06-11,WH03,SKU-0096,1213
2024-06-11,Fremantle WH,SKU-0053,4564
2024-06-12,Perth WH,SKU-0031,874
2024-06-12,WH01,SKU-0099,4536
2024-06-12,WH01,SKU-0027,2720
2024-06-12,kewdale wh,SKU-0072,2378
2024-06-12,kewdale wh,SKU-0057,390
2024-06-12,fremantle wh,SKU-0010,4145
2024-06-12,Perth WH,SKU-0086,1655
2024-06-12,fremantle wh,SKU-0098,4231
2024-06-13,WH02,SKU-0024,1158
2024-06-13,kewdale wh,SKU-0005,3262
2024-06-13,fremantle wh,SKU-0076,1975
2024-06-13,fremantle wh,SKU-0047,1128
2024-06-13,WH01,SKU-0003,4679
2024-06-13,WH03,SKU-0042,1213
2024-06-13,WH03,SKU-0100,3494
2024-06-13,kewdale wh,SKU-0028,162
2024-06-14,WH01,SKU-0036,871
2024-06-14,Kewdale WH,SKU-0005,2495
2024-06-14,WH03,SKU-0076,325
2024-06-14,fremantle wh,SKU-0096,1380
2024-06-14,Fremantle WH,SKU-0085,642
2024-06-14,perth wh,SKU-0028,1584
2024-06-14,Kewdale WH,SKU-0014,1113
2024-06-14,fremantle wh,SKU-0065,3355
2024-06-15,Fremantle WH,SKU-0087,3554
2024-06-15,WH03,SKU-0055,1391
2024-06-15,WH02,SKU-0048,3201
2024-06-15,WH03,SKU-0070,1358
2024-06-15,Fremantle WH,SKU-0038,4463
2024-06-15,Fremantle WH,SKU-0099,296
2024-06-15,perth wh,SKU-0088,4409
2024-06-15,perth wh,SKU-0004,1600
2024-06-16,fremantle wh,SKU-0011,1848
2024-06-16,Fremantle WH,SKU-0024,2677
2024-06-16,WH01,SKU-0035,4791
2024-06-16,WH02,SKU-0096,2199
2024-06-16,WH03,SKU-0054,529
2024-06-16,fremantle wh,SKU-0088,1400
2024-06-16,WH01,SKU-0088,1771
2024-06-16,fremantle wh,SKU-0072,3504
2024-06-17,Kewdale WH,SKU-0066,990
2024-06-17,fremantle wh,SKU-0017,1066
2024-06-17,Perth WH,SKU-0010,55
2024-06-17,WH03,SKU-0064,3842
2024-06-17,WH01,SKU-0061,1024
2024-06-17,WH03,SKU-0081,2783
2024-06-17,WH01,SKU-0043,4695
2024-06-17,Kewdale WH,SKU-0082,1469
2024-06-18,perth wh,SKU-0009,4579
2024-06-18,fremantle wh,SKU-0093,942
2024-06-18,Fremantle WH,SKU-0078,1504
2024-06-18,perth wh,SKU-0007,2555
2024-06-18,Perth WH,SKU-0036,1643
2024-06-18,fremantle wh,SKU-0067,3314
2024-06-18,Fremantle WH,SKU-0004,1681
2024-06-18,Kewdale WH,SKU-0049,994
2024-06-19,perth wh,SKU-0009,3526
2024-06-19,kewdale wh,SKU-0036,2446
2024-06-19,kewdale wh,SKU-0008,2579
2024-06-19,Perth WH,SKU-0036,696
2024-06-19,fremantle wh,SKU-0023,508
2024-06-19,WH01,SKU-0071,2589
2024-06-19,fremantle wh,SKU-0051,4300
2024-06-19,kewdale wh,SKU-0050,4041
2024-06-20,WH03,SKU-0044,4693
2024-06-20,WH01,SKU-0037,2843
2024-06-20,WH03,SKU-0063,493
2024-06-20,WH03,SKU-0037,1606
2024-06-20,Fremantle WH,SKU-0021,517
2024-06-20,Fremantle WH,SKU-0029,1039
2024-06-20,kewdale wh,SKU-0077,4512
2024-06-20,fremantle wh,SKU-0016,3096
2024-06-21,WH01,SKU-0090,4765
2024-06-21,Kewdale WH,SKU-0037,885
2024-06-21,WH03,SKU-0031,3699
2024-06-21,Perth WH,SKU-0003,4398
2024-06-21,Fremantle WH,SKU-0069,4481
2024-06-21,WH01,SKU-0048,4090
2024-06-21,WH01,SKU-0047,3381
2024-06-21,Perth WH,SKU-0082,3163
2024-06-22,WH03,SKU-0097,2779
2024-06-22,fremantle wh,SKU-0059,4119
2024-06-22,WH01,SKU-0011,4820
2024-06-22,Perth WH,SKU-0063,1197
2024-06-22,fremantle wh,SKU-0006,1340
2024-06-22,kewdale wh,SKU-0013,723
2024-06-22,WH03,SKU-0065,4346
2024-06-22,Perth WH,SKU-0007,2951
2024-06-23,WH01,SKU-0058,2893
2024-06-23,kewdale wh,SKU-0022,3478
2024-06-23,Kewdale WH,SKU-0094,1590
2024-06-23,fremantle wh,SKU-0053,3416
2024-06-23,perth wh,SKU-0062,3714
2024-06-23,WH03,SKU-0006,1410
2024-06-23,fremantle wh,SKU-0052,783
2024-06-23,WH01,SKU-0020,3024
2024-06-24,kewdale wh,SKU-0070,2765
2024-06-24,WH02,SKU-0052,2683
2024-06-24,WH01,SKU-0045,1855
2024-06-24,WH01,SKU-0062,2751
2024-06-24,perth wh,SKU-0062,1590
2024-06-24,kewdale wh,SKU-0001,3761
2024-06-24,WH01,SKU-0017,4496
2024-06-24,kewdale wh,SKU-0013,951
2024-06-25,WH02,SKU-0063,1838
2024-06-25,WH01,SKU-0009,1749
2024-06-25,kewdale wh,SKU-0057,3043
2024-06-25,kewdale wh,SKU-0007,1888
2024-06-25,WH01,SKU-0087,2389
2024-06-25,fremantle wh,SKU-0065,549
2024-06-25,WH01,SKU-0046,1110
2024-06-25,Fremantle WH,SKU-0013,799
2024-06-26,Kewdale WH,SKU-0084,4640
2024-06-26,kewdale wh,SKU-0030,1419
2024-06-26,Kewdale WH,SKU-0029,1837
2024-06-26,Perth WH,SKU-0016,469
2024-06-26,WH02,SKU-0048,3352
2024-06-26,Fremantle WH,SKU-0083,4585
2024-06-26,WH03,SKU-0062,3539
2024-06-26,WH01,SKU-0068,1005
2024-06-27,Kewdale WH,SKU-0082,1969
2024-06-27,WH01,SKU-0060,257
2024-06-27,Fremantle WH,SKU-0033,2669
2024-06-27,Fremantle WH,SKU-0025,1931
2024-06-27,WH03,SKU-0024,3036
2024-06-27,Perth WH,SKU-0052,340
2024-06-27,Perth WH,SKU-0048,3068
2024-06-27,Kewdale WH,SKU-0096,4228
2024-06-28,Fremantle WH,SKU-0083,4045
2024-06-28,kewdale wh,SKU-0023,3742
2024-06-28,fremantle wh,SKU-0077,3389
2024-06-28,fremantle wh,SKU-0081,775
2024-06-28,kewdale wh,SKU-0010,4955
2024-06-28,WH02,SKU-0023,2545
2024-06-28,Perth WH,SKU-0057,4652
2024-06-28,WH03,SKU-0095,4963
2024-06-29,Fremantle WH,SKU-0067,2037
2024-06-29,fremantle wh,SKU-0078,2722
2024-06-29,perth wh,SKU-0063,4896
2024-06-29,Perth WH,SKU-0001,1987
2024-06-29,Fremantle WH,SKU-0036,2351
2024-06-29,WH03,SKU-0059,3415
2024-06-29,Perth WH,SKU-0074,4429
2024-06-29,Kewdale WH,SKU-0082,3232
2024-06-30,WH02,SKU-0080,3837
2024-06-30,Perth WH,SKU-0072,1367
2024-06-30,fremantle wh,SKU-0084,1324
2024-06-30,kewdale wh,SKU-0031,3784
2024-06-30,WH02,SKU-0024,4552
2024-06-30,fremantle wh,SKU-0021,4420
2024-06-30,Kewdale WH,SKU-0071,4937
2024-06-30,WH02,SKU-0003,3283
2024-07-01,WH01,SKU-0058,1002
2024-07-01,fremantle wh,SKU-0026,2036
2024-07-01,fremantle wh,SKU-0037,2041
2024-07-01,Fremantle WH,SKU-0076,4309
2024-07-01,fremantle wh,SKU-0034,418
2024-07-01,Fremantle WH,SKU-0062,3447
2024-07-01,Perth WH,SKU-0088,4280
2024-07-01,WH01,SKU-0029,644
2024-07-02,fremantle wh,SKU-0025,3266
2024-07-02,perth wh,SKU-0037,3700
2024-07-02,Fremantle WH,SKU-0082,4806
2024-07-02,WH03,SKU-0041,1730
2024-07-02,WH03,SKU-0021,2165
2024-07-02,WH01,SKU-0082,2801
2024-07-02,perth wh,SKU-0044,2147
2024-07-02,WH02,SKU-0055,4392
2024-07-03,Fremantle WH,SKU-0049,819
2024-07-03,WH03,SKU-0057,3912
2024-07-03,fremantle wh,SKU-0033,2224
2024-07-03,WH02,SKU-0048,2587
2024-07-03,Kewdale WH,SKU-0100,3630
2024-07-03,Kewdale WH,SKU-0087,550
2024-07-03,kewdale wh,SKU-0007,2208
2024-07-03,WH02,SKU-0004,569
2024-07-04,WH02,SKU-0029,982
2024-07-04,Kewdale WH,SKU-0024,1581
2024-07-04,perth wh,SKU-0040,2877
2024-07-04,WH02,SKU-0014,716
2024-07-04,WH01,SKU-0062,1908
2024-07-04,Fremantle WH,SKU-0095,4733
2024-07-04,WH02,SKU-0053,4412
2024-07-04,WH01,SKU-0040,4831
2024-07-05,kewdale wh,SKU-0081,716
2024-07-05,WH01,SKU-0005,495
2024-07-05,Perth WH,SKU-0072,4939
2024-07-05,WH01,SKU-0082,4920
2024-07-05,WH02,SKU-0080,1595
2024-07-05,Fremantle WH,SKU-0004,1062
2024-07-05,WH01,SKU-0051,1302
2024-07-05,kewdale wh,SKU-0026,2718
2024-07-06,WH02,SKU-0017,4140
2024-07-06,Fremantle WH,SKU-0047,503
2024-07-06,WH01,SKU-0096,3635
2024-07-06,WH02,SKU-0091,4378
2024-07-06,kewdale wh,SKU-0041,961
2024-07-06,perth wh,SKU-0084,1517
2024-07-06,WH01,SKU-0064,4150
2024-07-06,WH02,SKU-0074,3889
2024-07-07,WH01,SKU-0023,4770
2024-07-07,kewdale wh,SKU-0066,1809
2024-07-07,WH02,SKU-0095,1876
2024-07-07,WH03,SKU-0023,1153
2024-07-07,Kewdale WH,SKU-0003,4267
2024-07-07,WH03,SKU-0009,2189
2024-07-07,Kewdale WH,SKU-0052,4439
2024-07-07,Perth WH,SKU-0056,2291
2024-07-08,WH01,SKU-0001,904
2024-07-08,Kewdale WH,SKU-0064,288
2024-07-08,fremantle wh,SKU-0008,4686
2024-07-08,WH02,SKU-0001,157
2024-07-08,WH01,SKU-0048,2280
2024-07-08,Fremantle WH,SKU-0063,2959
2024-07-08,WH03,SKU-0003,4318
2024-07-08,WH01,SKU-0003,1403
2024-07-09,WH02,SKU-0087,4466
2024-07-09,perth wh,SKU-0060,3559
2024-07-09,Perth WH,SKU-0082,3569
2024-07-09,Kewdale WH,SKU-0028,2089
2024-07-09,kewdale wh,SKU-0053,4555
2024-07-09,fremantle wh,SKU-0087,435
2024-07-09,perth wh,SKU-0045,492
2024-07-09,Fremantle WH,SKU-0073,4017
2024-07-10,Fremantle WH,SKU-0056,4500
2024-07-10,fremantle wh,SKU-0026,2526
2024-07-10,perth wh,SKU-0076,4060
2024-07-10,Fremantle WH,SKU-0039,4123
2024-07-10,WH02,SKU-0087,4879
2024-07-10,WH03,SKU-0091,645
2024-07-10,kewdale wh,SKU-0055,693
2024-07-10,perth wh,SKU-0094,1168
2024-07-11,WH02,SKU-0047,4196
2024-07-11,WH02,SKU-0061,3841
2024-07-11,WH01,SKU-0025,1186
2024-07-11,kewdale wh,SKU-0078,2946
2024-07-11,WH01,SKU-0056,1465
2024-07-11,fremantle wh,SKU-0039,1738
2024-07-11,kewdale wh,SKU-0075,1588
2024-07-11,Kewdale WH,SKU-0041,1605
2024-07-12,WH03,SKU-0091,836
2024-07-12,WH02,SKU-0003,2249
2024-07-12,Fremantle WH,SKU-0056,3329
2024-07-12,WH01,SKU-0004,4317
2024-07-12,WH01,SKU-0084,2989
2024-07-12,WH03,SKU-0026,2967
2024-07-12,WH01,SKU-0092,401
2024-07-12,Fremantle WH,SKU-0031,3816
2024-07-13,WH03,SKU-0001,1199
2024-07-13,WH03,SKU-0096,4588
2024-07-13,WH03,SKU-0099,4400
2024-07-13,fremantle wh,SKU-0066,4640
2024-07-13,WH01,SKU-0013,2500
2024-07-13,kewdale wh,SKU-0001,1556
2024-07-13,Perth WH,SKU-0032,3217
2024-07-13,WH01,SKU-0011,57
2024-07-14,Perth WH,SKU-0038,2099
2024-07-14,Fremantle WH,SKU-0073,2792
2024-07-14,Kewdale WH,SKU-0100,4345
2024-07-14,Perth WH,SKU-0098,4247
2024-07-14,kewdale wh,SKU-0089,246
2024-07-14,fremantle wh,SKU-0030,972
2024-07-14,WH03,SKU-0020,70
2024-07-14,WH03,SKU-0064,1949
2024-07-15,kewdale wh,SKU-0024,2556
2024-07-15,fremantle wh,SKU-0044,90
2024-07-15,fremantle wh,SKU-0038,1082
2024-07-15,WH01,SKU-0019,4670
2024-07-15,perth wh,SKU-0002,3063
2024-07-15,fremantle wh,SKU-0037,4233
2024-07-15,fremantle wh,SKU-0073,3083
2024-07-15,WH01,SKU-0004,226
2024-07-16,Fremantle WH,SKU-0013,3440
2024-07-16,Kewdale WH,SKU-0055,1446
2024-07-16,Fremantle WH,SKU-0043,1913
2024-07-16,Fremantle WH,SKU-0029,4585
2024-07-16,WH02,SKU-0022,292
2024-07-16,Perth WH,SKU-0031,4422
2024-07-16,fremantle wh,SKU-0010,1503
2024-07-16,WH01,SKU-0083,3200
2024-07-17,Fremantle WH,SKU-0072,3551
2024-07-17,Kewdale WH,SKU-0043,4474
2024-07-17,Kewdale WH,SKU-0083,1998
2024-07-17,WH02,SKU-0074,1863
2024-07-17,Kewdale WH,SKU-0024,587
2024-07-17,kewdale wh,SKU-0002,1240
2024-07-17,WH01,SKU-0012,4573
2024-07-17,kewdale wh,SKU-0087,4745
2024-07-18,Perth WH,SKU-0038,4636
2024-07-18,Fremantle WH,SKU-0075,2544
2024-07-18,kewdale wh,SKU-0020,634
2024-07-18,Kewdale WH,SKU-0082,2080
2024-07-18,Fremantle WH,SKU-0040,405
2024-07-18,WH03,SKU-0047,161
2024-07-18,kewdale wh,SKU-0059,894
2024-07-18,fremantle wh,SKU-0050,1433
2024-07-19,fremantle wh,SKU-0039,2861
2024-07-19,WH03,SKU-0055,1337
2024-07-19,Kewdale WH,SKU-0012,955
2024-07-19,fremantle wh,SKU-0021,4804
2024-07-19,perth wh,SKU-0064,505
2024-07-19,WH03,SKU-0025,4562
2024-07-19,fremantle wh,SKU-0030,3434
2024-07-19,Perth WH,SKU-0093,2890
2024-07-20,WH03,SKU-0034,2695
2024-07-20,Perth WH,SKU-0051,2103
2024-07-20,Kewdale WH,SKU-0017,1664
2024-07-20,Kewdale WH,SKU-0097,1499
2024-07-20,WH02,SKU-0006,2127
2024-07-20,Kewdale WH,SKU-0003,3723
2024-07-20,Fremantle WH,SKU-0082,2334
2024-07-20,Kewdale WH,SKU-0021,2471
2024-07-21,WH01,SKU-0048,1546
2024-07-21,Kewdale WH,SKU-0027,4752
2024-07-21,kewdale wh,SKU-0099,3749
2024-07-21,kewdale wh,SKU-0018,4812
2024-07-21,Fremantle WH,SKU-0065,2601
2024-07-21,Kewdale WH,SKU-0045,562
2024-07-21,kewdale wh,SKU-0027,4201
2024-07-21,Fremantle WH,SKU-0007,4165
2024-07-22,Kewdale WH,SKU-0084,4146
2024-07-22,WH01,SKU-0085,1356
2024-07-22,kewdale wh,SKU-0099,4847
2024-07-22,Kewdale WH,SKU-0057,1567
2024-07-22,WH03,SKU-0089,2718
2024-07-22,WH01,SKU-0096,1829
2024-07-22,WH01,SKU-0074,1428
2024-07-22,Fremantle WH,SKU-0076,4840
2024-07-23,WH02,SKU-0099,4081
2024-07-23,perth wh,SKU-0089,1897
2024-07-23,Fremantle WH,SKU-0030,292
2024-07-23,WH02,SKU-0098,1787
2024-07-23,Fremantle WH,SKU-0004,4464
2024-07-23,WH03,SKU-0056,4322
2024-07-23,WH02,SKU-0013,3482
2024-07-23,perth wh,SKU-0064,4034
2024-07-24,Kewdale WH,SKU-0068,4786
2024-07-24,WH01,SKU-0040,1904
2024-07-24,perth wh,SKU-0086,450
2024-07-24,fremantle wh,SKU-0060,181
2024-07-24,WH01,SKU-0032,4726
2024-07-24,fremantle wh,SKU-0090,4556
2024-07-24,WH01,SKU-0068,4339
2024-07-24,Fremantle WH,SKU-0057,2726
2024-07-25,WH02,SKU-0089,1019
2024-07-25,WH01,SKU-0054,1382
2024-07-25,WH01,SKU-0069,831
2024-07-25,perth wh,SKU-0005,4388
2024-07-25,WH02,SKU-0044,2752
2024-07-25,WH03,SKU-0024,509
2024-07-25,Perth WH,SKU-0078,3690
2024-07-25,Fremantle WH,SKU-0014,3327
2024-07-26,WH01,SKU-0035,3625
2024-07-26,Kewdale WH,SKU-0044,562
2024-07-26,WH03,SKU-0090,2687
2024-07-26,fremantle wh,SKU-0032,149
2024-07-26,kewdale wh,SKU-0039,521
2024-07-26,WH02,SKU-0042,188
2024-07-26,kewdale wh,SKU-0024,4551
2024-07-26,perth wh,SKU-0055,3846
2024-07-27,Fremantle WH,SKU-0073,1749
2024-07-27,perth wh,SKU-0045,683
2024-07-27,Fremantle WH,SKU-0078,2366
2024-07-27,perth wh,SKU-0005,2436
2024-07-27,WH01,SKU-0017,2102
2024-07-27,WH02,SKU-0034,4914
2024-07-27,Kewdale WH,SKU-0032,4527
2024-07-27,fremantle wh,SKU-0050,2562
2024-07-28,Fremantle WH,SKU-0011,2728
2024-07-28,fremantle wh,SKU-0046,2678
2024-07-28,Fremantle WH,SKU-0051,3262
2024-07-28,WH03,SKU-0002,2367
2024-07-28,WH01,SKU-0040,2392
2024-07-28,perth wh,SKU-0048,932
2024-07-28,WH01,SKU-0027,2896
2024-07-28,Kewdale WH,SKU-0079,3033
2024-07-29,WH02,SKU-0011,2496
2024-07-29,WH01,SKU-0096,4810
2024-07-29,WH03,SKU-0029,275
2024-07-29,WH03,SKU-0069,2374
2024-07-29,Kewdale WH,SKU-0033,3983
2024-07-29,Fremantle WH,SKU-0005,329
2024-07-29,Kewdale WH,SKU-0061,176
2024-07-29,perth wh,SKU-0050,3951
2024-07-30,WH02,SKU-0021,3751
2024-07-30,kewdale wh,SKU-0100,3218
2024-07-30,WH03,SKU-0069,4592
2024-07-30,kewdale wh,SKU-0068,2763
2024-07-30,fremantle wh,SKU-0046,3667
2024-07-30,Fremantle WH,SKU-0013,519
2024-07-30,WH01,SKU-0078,1674
2024-07-30,fremantle wh,SKU-0092,2054
2024-07-31,WH01,SKU-0080,1477
2024-07-31,WH03,SKU-0071,4772
2024-07-31,Fremantle WH,SKU-0051,2832
2024-07-31,fremantle wh,SKU-0020,328
2024-07-31,WH03,SKU-0035,2841
2024-07-31,Fremantle WH,SKU-0083,81
2024-07-31,WH02,SKU-0057,3082
2024-07-31,Perth WH,SKU-0045,2727
2024-08-01,WH02,SKU-0036,3098
2024-08-01,kewdale wh,SKU-0013,1197
2024-08-01,Kewdale WH,SKU-0059,2547
2024-08-01,WH01,SKU-0098,4389
2024-08-01,WH03,SKU-0043,2361
2024-08-01,Perth WH,SKU-0093,783
2024-08-01,WH03,SKU-0068,2552
2024-08-01,fremantle wh,SKU-0097,2471
2024-08-02,Fremantle WH,SKU-0059,161
2024-08-02,Perth WH,SKU-0038,2248
2024-08-02,WH02,SKU-0030,217
2024-08-02,Fremantle WH,SKU-0069,1475
2024-08-02,WH03,SKU-0084,151
2024-08-02,WH01,SKU-0077,1411
2024-08-02,WH01,SKU-0061,1172
2024-08-02,fremantle wh,SKU-0058,509
2024-08-03,fremantle wh,SKU-0020,980
2024-08-03,Kewdale WH,SKU-0072,1808
2024-08-03,Kewdale WH,SKU-0018,4391
2024-08-03,kewdale wh,SKU-0088,4467
2024-08-03,WH01,SKU-0057,1194
2024-08-03,Kewdale WH,SKU-0016,2207
2024-08-03,Fremantle WH,SKU-0001,4355
2024-08-03,WH02,SKU-0026,582
2024-08-04,Kewdale WH,SKU-0090,2833
2024-08-04,WH02,SKU-0004,684
2024-08-04,WH02,SKU-0036,786
2024-08-04,WH01,SKU-0067,2108
2024-08-04,WH01,SKU-0022,3115
2024-08-04,fremantle wh,SKU-0086,4376
2024-08-04,Kewdale WH,SKU-0010,1046
2024-08-04,Kewdale WH,SKU-0028,4752
2024-08-05,WH01,SKU-0001,3281
2024-08-05,WH01,SKU-0057,2310
2024-08-05,perth wh,SKU-0086,255
2024-08-05,Perth WH,SKU-0004,797
2024-08-05,WH03,SKU-0091,2679
2024-08-05,kewdale wh,SKU-0085,4482
2024-08-05,Kewdale WH,SKU-0013,4424
2024-08-05,WH01,SKU-0068,4048
2024-08-06,kewdale wh,SKU-0003,4669
2024-08-06,WH03,SKU-0021,2923
2024-08-06,Kewdale WH,SKU-0005,1253
2024-08-06,WH01,SKU-0012,3074
2024-08-06,WH01,SKU-0016,1728
2024-08-06,WH03,SKU-0031,2587
2024-08-06,WH02,SKU-0059,4874
2024-08-06,WH03,SKU-0085,1614
2024-08-07,fremantle wh,SKU-0015,3919
2024-08-07,fremantle wh,SKU-0011,4872
2024-08-07,WH03,SKU-0098,3696
2024-08-07,Kewdale WH,SKU-0072,976
2024-08-07,Perth WH,SKU-0062,1869
2024-08-07,WH01,SKU-0065,2257
2024-08-07,WH01,SKU-0080,1806
2024-08-07,WH02,SKU-0042,3703
2024-08-08,Fremantle WH,SKU-0092,4309
2024-08-08,kewdale wh,SKU-0027,1885
2024-08-08,WH01,SKU-0055,1072
2024-08-08,perth wh,SKU-0034,2969
2024-08-08,WH03,SKU-0024,1100
2024-08-08,WH01,SKU-0017,653
2024-08-08,kewdale wh,SKU-0068,4878
2024-08-08,WH01,SKU-0056,2198
2024-08-09,WH01,SKU-0029,435
2024-08-09,fremantle wh,SKU-0072,2607
2024-08-09,kewdale wh,SKU-0027,929
2024-08-09,fremantle wh,SKU-0081,1056
2024-08-09,Fremantle WH,SKU-0002,322
2024-08-09,WH03,SKU-0071,4740
2024-08-09,WH01,SKU-0045,2107
2024-08-09,kewdale wh,SKU-0051,2816
2024-08-10,kewdale wh,SKU-0066,4635
2024-08-10,kewdale wh,SKU-0069,2944
2024-08-10,WH01,SKU-0001,2011
2024-08-10,WH01,SKU-0057,4912
2024-08-10,Fremantle WH,SKU-0014,4872
2024-08-10,perth wh,SKU-0099,2060
2024-08-10,WH02,SKU-0091,2996
2024-08-10,kewdale wh,SKU-0037,4556
2024-08-11,WH03,SKU-0064,1932
2024-08-11,WH01,SKU-0014,4320
2024-08-11,Fremantle WH,SKU-0024,4379
2024-08-11,WH01,SKU-0009,1483
2024-08-11,Perth WH,SKU-0045,3491
2024-08-11,WH01,SKU-0029,2249
2024-08-11,WH01,SKU-0042,645
2024-08-11,kewdale wh,SKU-0041,3169
2024-08-12,WH03,SKU-0099,2686
2024-08-12,kewdale wh,SKU-0008,1542
2024-08-12,WH03,SKU-0063,2359
2024-08-12,Fremantle WH,SKU-0052,4634
2024-08-12,Perth WH,SKU-0058,3346
2024-08-12,WH01,SKU-0083,3642
2024-08-12,perth wh,SKU-0100,4309
2024-08-12,perth wh,SKU-0005,1720
2024-08-13,fremantle wh,SKU-0052,4855
2024-08-13,fremantle wh,SKU-0077,2262
2024-08-13,WH01,SKU-0012,631
2024-08-13,kewdale wh,SKU-0053,3607
2024-08-13,Kewdale WH,SKU-0079,2734
2024-08-13,kewdale wh,SKU-0092,4148
2024-08-13,WH01,SKU-0036,1348
2024-08-13,WH03,SKU-0091,701
2024-08-14,kewdale wh,SKU-0068,3785
2024-08-14,WH01,SKU-0026,2307
2024-08-14,Fremantle WH,SKU-0019,2606
2024-08-14,Perth WH,SKU-0011,2985
2024-08-14,WH01,SKU-0023,2521
2024-08-14,Kewdale WH,SKU-0094,1344
2024-08-14,perth wh,SKU-0012,1653
2024-08-14,WH01,SKU-0078,3436
2024-08-15,fremantle wh,SKU-0072,1458
2024-08-15,kewdale wh,SKU-0004,66
2024-08-15,perth wh,SKU-0051,4578
2024-08-15,Fremantle WH,SKU-0041,1898
2024-08-15,WH03,SKU-0016,4561
2024-08-15,Fremantle WH,SKU-0034,4822
2024-08-15,WH01,SKU-0082,499
2024-08-15,WH01,SKU-0082,141
2024-08-16,perth wh,SKU-0037,2649
2024-08-16,WH02,SKU-0007,1587
2024-08-16,WH01,SKU-0097,1945
2024-08-16,WH01,SKU-0087,1198
2024-08-16,fremantle wh,SKU-0082,1800
2024-08-16,perth wh,SKU-0088,223
2024-08-16,Perth WH,SKU-0067,1446
2024-08-16,Fremantle WH,SKU-0067,2673
2024-08-17,WH01,SKU-0071,3128
2024-08-17,Kewdale WH,SKU-0036,1012
2024-08-17,WH01,SKU-0086,3301
2024-08-17,WH01,SKU-0061,1800
2024-08-17,perth wh,SKU-0090,3694
2024-08-17,WH02,SKU-0063,2563
2024-08-17,WH01,SKU-0026,4496
2024-08-17,Fremantle WH,SKU-0062,1595
2024-08-18,WH02,SKU-0047,122
2024-08-18,WH03,SKU-0051,1140
2024-08-18,WH01,SKU-0067,1037
2024-08-18,fremantle wh,SKU-0014,637
2024-08-18,Kewdale WH,SKU-0033,1615
2024-08-18,Fremantle WH,SKU-0082,1854
2024-08-18,WH03,SKU-0015,194
2024-08-18,WH02,SKU-0033,4289
2024-08-19,WH02,SKU-0005,4340
2024-08-19,WH03,SKU-0091,4963
2024-08-19,WH01,SKU-0055,3970
